"Episode","Step","Action","Observation","Fully Observed State","State","Step Reward","Total Reward","Q-values"
"7","6","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd2', 'orient_0': 'x0y-1z1'}","{'coord_0': 'Srv3rh1', 'depth_0': 'd2', 'orient_0': 'x0y-1z1'}","0.0","-1.73",""
"7","7","Down","{'obs_sensor': 'BLIND'}","{'depth_0': 'd2', 'orient_0': 'x0y-1z1'}","{'coord_0': 'Srv4rh2', 'depth_0': 'd2', 'orient_0': 'x0y-1z1'}","0.0","-1.73",""
"7","8","Down","{'obs_sensor': 'BLIND'}","{'depth_0': 'd2', 'orient_0': 'x0y-1z1'}","{'coord_0': 'Srv4rh2', 'depth_0': 'd2', 'orient_0': 'x0y-1z1'}","0.0","-1.73",""
"7","9","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd2', 'orient_0': 'x0y-1z1'}","{'coord_0': 'Srv4rh2', 'depth_0': 'd2', 'orient_0': 'x0y-1z1'}","0.0","-1.73",""
"7","10","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd2', 'orient_0': 'x0y-1z1'}","{'coord_0': 'Srv4rh2', 'depth_0': 'd2', 'orient_0': 'x0y-1z1'}","0.0","-1.73",""
"7","11","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd2', 'orient_0': 'x0y-1z1'}","{'coord_0': 'Srv4rh2', 'depth_0': 'd2', 'orient_0': 'x0y-1z1'}","0.0","-1.73",""
"7","12","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd2', 'orient_0': 'x0y-1z1'}","{'coord_0': 'Srv4rh2', 'depth_0': 'd2', 'orient_0': 'x0y-1z1'}","0.0","-1.73",""
"7","13","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd2', 'orient_0': 'x0y-1z1'}","{'coord_0': 'Srv4rh2', 'depth_0': 'd2', 'orient_0': 'x0y-1z1'}","0.0","-1.73",""
"7","14","Up","{'obs_sensor': 'BLIND'}","{'depth_0': 'd2', 'orient_0': 'x0y-1z1'}","{'coord_0': 'Srv4rh2', 'depth_0': 'd2', 'orient_0': 'x0y-1z1'}","0.0","-1.73",""
"7","15","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd2', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv4rh2', 'depth_0': 'd2', 'orient_0': 'x0y-1z0'}","0.0","-1.73",""
"7","16","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd2', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv4rh2', 'depth_0': 'd2', 'orient_0': 'x0y-1z0'}","0.0","-1.73",""
"7","17","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd2', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv4rh2', 'depth_0': 'd2', 'orient_0': 'x0y-1z0'}","0.0","-1.73",""
"7","18","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd2', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv4rh2', 'depth_0': 'd2', 'orient_0': 'x0y-1z0'}","0.0","-1.73",""
"7","19","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd2', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv4rh2', 'depth_0': 'd2', 'orient_0': 'x0y-1z0'}","0.0","-1.73",""
"7","20","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd2', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv4rh2', 'depth_0': 'd2', 'orient_0': 'x0y-1z0'}","0.0","-1.73",""
"7","21","Forward","{'obs_sensor': 'BLIND'}","{'depth_0': 'd2', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv4rh2', 'depth_0': 'd2', 'orient_0': 'x0y-1z0'}","-1.0","-2.73",""
"7","22","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd2', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv3rh2', 'depth_0': 'd2', 'orient_0': 'x0y-1z0'}","0.0","-2.73",""
"7","23","Left","{'obs_sensor': 'BLIND'}","{'depth_0': 'd2', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv3rh2', 'depth_0': 'd2', 'orient_0': 'x0y-1z0'}","0.0","-2.73",""
"7","24","Right","{'obs_sensor': 'BLIND'}","{'depth_0': 'd2', 'orient_0': 'x1y-1z0'}","{'coord_0': 'Srv3rh2', 'depth_0': 'd2', 'orient_0': 'x1y-1z0'}","0.0","-2.73",""
"7","25","Up","{'obs_sensor': 'BLIND'}","{'depth_0': 'd2', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv3rh2', 'depth_0': 'd2', 'orient_0': 'x0y-1z0'}","0.0","-2.73",""
"7","26","Forward","{'obs_sensor': 'BLIND'}","{'depth_0': 'd2', 'orient_0': 'x0y-1z-1'}","{'coord_0': 'Srv3rh2', 'depth_0': 'd2', 'orient_0': 'x0y-1z-1'}","-1.44","-4.17",""
"7","27","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd1', 'orient_0': 'x0y-1z-1'}","{'coord_0': 'Srv2rh2', 'depth_0': 'd1', 'orient_0': 'x0y-1z-1'}","0.0","-4.17",""
"7","28","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd1', 'orient_0': 'x0y-1z-1'}","{'coord_0': 'Srv2rh2', 'depth_0': 'd1', 'orient_0': 'x0y-1z-1'}","0.0","-4.17",""
"7","29","Down","{'obs_sensor': 'BLIND'}","{'depth_0': 'd1', 'orient_0': 'x0y-1z-1'}","{'coord_0': 'Srv2rh3', 'depth_0': 'd1', 'orient_0': 'x0y-1z-1'}","0.0","-4.17",""
"7","30","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv2rh3', 'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","0.0","-4.17",""
"7","31","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv2rh3', 'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","0.0","-4.17",""
"7","32","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv2rh3', 'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","0.0","-4.17",""
"7","33","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv2rh3', 'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","0.0","-4.17",""
"7","34","Right","{'obs_sensor': 'BLIND'}","{'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv2rh3', 'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","0.0","-4.17",""
"7","35","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd1', 'orient_0': 'x-1y-1z0'}","{'coord_0': 'Srv2rh3', 'depth_0': 'd1', 'orient_0': 'x-1y-1z0'}","0.0","-4.17",""
"7","36","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd1', 'orient_0': 'x-1y-1z0'}","{'coord_0': 'Srv2rh3', 'depth_0': 'd1', 'orient_0': 'x-1y-1z0'}","0.0","-4.17",""
"7","37","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd1', 'orient_0': 'x-1y-1z0'}","{'coord_0': 'Srv2rh3', 'depth_0': 'd1', 'orient_0': 'x-1y-1z0'}","0.0","-4.17",""
"7","38","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd1', 'orient_0': 'x-1y-1z0'}","{'coord_0': 'Srv2rh3', 'depth_0': 'd1', 'orient_0': 'x-1y-1z0'}","0.0","-4.17",""
"7","39","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd1', 'orient_0': 'x-1y-1z0'}","{'coord_0': 'Srv2rh3', 'depth_0': 'd1', 'orient_0': 'x-1y-1z0'}","0.0","-4.17",""
"7","40","Left","{'obs_sensor': 'BLIND'}","{'depth_0': 'd1', 'orient_0': 'x-1y-1z0'}","{'coord_0': 'Srv2rh3', 'depth_0': 'd1', 'orient_0': 'x-1y-1z0'}","0.0","-4.17",""
"7","41","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv2rh3', 'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","0.0","-4.17",""
"7","42","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv2rh3', 'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","0.0","-4.17",""
"7","43","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv2rh3', 'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","0.0","-4.17",""
"7","44","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv2rh3', 'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","0.0","-4.17",""
"7","45","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv2rh3', 'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","0.0","-4.17",""
"7","46","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv2rh3', 'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","0.0","-4.17",""
"7","47","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv2rh3', 'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","0.0","-4.17",""
"7","48","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv2rh3', 'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","0.0","-4.17",""
"7","49","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv2rh3', 'depth_0': 'd1', 'orient_0': 'x0y-1z0'}","0.0","-4.17",""
"8","0","Down","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x-1y-1z-1'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x-1y-1z-1'}","0.0","0.0",""
"8","1","Left","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x-1y-1z0'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x-1y-1z0'}","0.0","0.0",""
"8","2","Down","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x0y-1z0'}","0.0","0.0",""
"8","3","Left","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x0y-1z1'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x0y-1z1'}","0.0","0.0",""
"8","4","Down","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","0.0",""
"8","5","Down","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","0.0",""
"8","6","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","0.0",""
"8","7","Down","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","0.0",""
"8","8","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","0.0",""
"8","9","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","0.0",""
"8","10","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","0.0",""
"8","11","Down","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","0.0",""
"8","12","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","0.0",""
"8","13","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","0.0",""
"8","14","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","0.0",""
"8","15","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","0.0",""
"8","16","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","0.0",""
"8","17","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","0.0",""
"8","18","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","0.0",""
"8","19","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","0.0",""
"8","20","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","0.0",""
"8","21","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","0.0",""
"8","22","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","0.0",""
"8","23","Up","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","0.0",""
"8","24","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","0.0","0.0",""
"8","25","Forward","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","{'coord_0': 'Srv0rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","-1.44","-1.44",""
"8","26","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","0.0","-1.44",""
"8","27","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","0.0","-1.44",""
"8","28","Down","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","0.0","-1.44",""
"8","29","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","-1.44",""
"8","30","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","-1.44",""
"8","31","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","-1.44",""
"8","32","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","-1.44",""
"8","33","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","-1.44",""
"8","34","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","-1.44",""
"8","35","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","-1.44",""
"8","36","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","-1.44",""
"8","37","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","-1.44",""
"8","38","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","-1.44",""
"8","39","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","-1.44",""
"8","40","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","-1.44",""
"8","41","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","-1.44",""
"8","42","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","-1.44",""
"8","43","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","-1.44",""
"8","44","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","-1.44",""
"8","45","Left","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x1y-1z1'}","0.0","-1.44",""
"8","46","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y0z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x1y0z1'}","0.0","-1.44",""
"8","47","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y0z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x1y0z1'}","0.0","-1.44",""
"8","48","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y0z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x1y0z1'}","0.0","-1.44",""
"8","49","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y0z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x1y0z1'}","0.0","-1.44",""
"9","0","Down","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x-1y-1z-1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x-1y-1z-1'}","0.0","0.0",""
"9","1","Left","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x-1y-1z0'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x-1y-1z0'}","0.0","0.0",""
"9","2","Down","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x0y-1z0'}","0.0","0.0",""
"9","3","Up","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x0y-1z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x0y-1z1'}","0.0","0.0",""
"9","4","Forward","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x0y-1z0'}","-1.0","-1.0",""
"9","5","Down","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x0y-1z0'}","0.0","-1.0",""
"9","6","Down","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x0y-1z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x0y-1z1'}","0.0","-1.0",""
"9","7","Down","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x0y-1z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x0y-1z1'}","0.0","-1.0",""
"9","8","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x0y-1z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x0y-1z1'}","0.0","-1.0",""
"9","9","Down","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x0y-1z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x0y-1z1'}","0.0","-1.0",""
"9","10","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x0y-1z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x0y-1z1'}","0.0","-1.0",""
"9","11","Up","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x0y-1z1'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x0y-1z1'}","0.0","-1.0",""
"9","12","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x0y-1z0'}","0.0","-1.0",""
"9","13","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x0y-1z0'}","0.0","-1.0",""
"9","14","Left","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x0y-1z0'}","{'coord_0': 'Srv0rh1', 'depth_0': 'd3', 'orient_0': 'x0y-1z0'}","0.0","-1.0",""
"9","15","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","{'coord_0': 'Srv1rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","0.0","-1.0",""
"9","16","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","{'coord_0': 'Srv1rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","0.0","-1.0",""
"9","17","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","{'coord_0': 'Srv1rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","0.0","-1.0",""
"9","18","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","{'coord_0': 'Srv1rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","0.0","-1.0",""
"9","19","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","{'coord_0': 'Srv1rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","0.0","-1.0",""
"9","20","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","{'coord_0': 'Srv1rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","0.0","-1.0",""
"9","21","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","{'coord_0': 'Srv1rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","0.0","-1.0",""
"9","22","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","{'coord_0': 'Srv1rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","0.0","-1.0",""
"9","23","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","{'coord_0': 'Srv1rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","0.0","-1.0",""
"9","24","Stay","{'obs_sensor': 'BLIND'}","{'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","{'coord_0': 'Srv1rh0', 'depth_0': 'd3', 'orient_0': 'x1y-1z0'}","0.0","-1.0",""
