"Episode","Step","Epsilon","Action","Observation","Fully Observed State","State","Step Reward","Total Reward","Q-values ['listen', 'open-left', 'open-right']"
"118","2","0.11168632477805546","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-3.0","[ 74.5904   -16.90213   14.947938]"
"118","3","0.11168632477805546","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-4.0","[84.25697   -7.7065873 54.09125  ]"
"118","4","0.11168632477805546","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-5.0","[92.85751    1.2895371 52.775608 ]"
"118","5","0.11168632477805546","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-6.0","[101.66213   15.525492  59.7708  ]"
"118","6","0.11168632477805546","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-7.0","[115.00563    4.361398  65.972855]"
"118","7","0.11168632477805546","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-left'}","-1.0","-8.0","[118.08835     3.5503404  87.36253  ]"
"118","8","0.11168632477805546","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-9.0","[109.866104  46.292526  65.29058 ]"
"118","9","0.11168632477805546","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-10.0","[120.288864  12.142675 101.56441 ]"
"118","10","0.11168632477805546","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-11.0","[132.68738    -2.9488242  99.34251  ]"
"118","11","0.11168632477805546","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-12.0","[137.71754   16.810488 122.91384 ]"
"118","12","0.11168632477805546","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-13.0","[142.42448  27.68258  87.37516]"
"118","13","0.11168632477805546","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-14.0","[144.52411   20.438677 135.8101  ]"
"118","14","0.11168632477805546","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-15.0","[144.15248   35.361927 107.898705]"
"119","0","0.10964781961431785","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-1.0","[45.8234    5.434468 -8.924717]"
"119","1","0.10964781961431785","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-2.0","[ 60.30752  -16.432293  17.817383]"
"119","2","0.10964781961431785","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-3.0","[ 71.36844  -16.960148   5.280572]"
"119","3","0.10964781961431785","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-4.0","[81.23101  -7.164994 46.10342 ]"
"119","4","0.10964781961431785","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-5.0","[88.47395   4.40562  44.951508]"
"119","5","0.10964781961431785","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-6.0","[96.371796 16.274658 50.51037 ]"
"119","6","0.10964781961431785","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-7.0","[109.55122     2.3862185  57.914707 ]"
"119","7","0.10964781961431785","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-8.0","[110.12598    4.017631  78.66034 ]"
"119","8","0.10964781961431785","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-9.0","[117.48378     3.1566424  97.593704 ]"
"119","9","0.10964781961431785","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-10.0","[123.40138    -4.3962483 100.03972  ]"
"119","10","0.10964781961431785","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-11.0","[130.53108    9.533126 100.88132 ]"
"119","11","0.10964781961431785","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-12.0","[136.64656   17.568672 110.680756]"
"119","12","0.10964781961431785","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-13.0","[138.60986   34.86791   95.707794]"
"119","13","0.10964781961431785","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-14.0","[142.19507   23.17617  118.769516]"
"119","14","0.10964781961431785","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-15.0","[142.24295   24.14811  116.560425]"
"120","0","0.10764652136298285","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-1.0","[ 39.504787  21.402306 -26.057756]"
"120","1","0.10764652136298285","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-2.0","[ 40.43782   25.56512  -25.711744]"
"120","2","0.10764652136298285","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-3.0","[ 42.82865   25.201405 -27.107336]"
"120","3","0.10764652136298285","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-4.0","[ 46.302963  30.910748 -26.166033]"
"120","4","0.10764652136298285","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-5.0","[ 52.673717  39.01743  -31.624868]"
"120","5","0.10764652136298285","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-6.0","[ 58.432518  41.665104 -26.373537]"
"120","6","0.10764652136298285","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-7.0","[ 61.660515  45.89278  -28.740446]"
"120","7","0.10764652136298285","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-8.0","[ 63.86827   45.94831  -25.140444]"
"120","8","0.10764652136298285","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-9.0","[ 64.09657   52.76738  -28.426306]"
"120","9","0.10764652136298285","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-10.0","[ 63.439194  52.801964 -22.446379]"
"120","10","0.10764652136298285","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-11.0","[ 64.15636   51.31681  -29.720064]"
"120","11","0.10764652136298285","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-12.0","[ 68.13516   42.200714 -17.669691]"
"120","12","0.10764652136298285","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-13.0","[ 70.63169   49.99623  -11.596747]"
"120","13","0.10764652136298285","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-right'}","-1.0","-14.0","[75.661476  45.63037   -7.2689123]"
"120","14","0.10764652136298285","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-15.0","[91.05445  19.834665 38.666267]"
"121","0","0.10568175092136521","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-1.0","[43.881653   -0.87253577 -9.911463  ]"
"121","1","0.10568175092136521","open-right","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-left'}","10.0","9.0","[ 59.55737  -22.436062  16.327923]"
"121","2","0.10568175092136521","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","8.0","[ 52.286682    0.8347749 -13.353248 ]"
"121","3","0.10568175092136521","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","7.0","[55.91841  33.13283  -6.703895]"
"121","4","0.10568175092136521","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","6.0","[ 55.927654  39.453358 -21.724606]"
"121","5","0.10568175092136521","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","5.0","[ 53.401134  46.349987 -15.018165]"
"121","6","0.10568175092136521","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","4.0","[ 59.535343  30.061298 -25.559578]"
"121","7","0.10568175092136521","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","3.0","[57.45913  32.696354 -7.526386]"
"121","8","0.10568175092136521","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","2.0","[59.949795  37.181545   2.6853957]"
"121","9","0.10568175092136521","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","1.0","[ 61.22443   36.10399  -17.235382]"
"121","10","0.10568175092136521","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","0.0","[ 64.41322   48.678074 -23.818237]"
"121","11","0.10568175092136521","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-1.0","[ 61.528217  58.749973 -29.490036]"
"121","12","0.10568175092136521","open-left","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","10.0","9.0","[ 58.385727  69.19224  -43.736805]"
"121","13","0.10568175092136521","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","8.0","[58.86185   19.538935  -5.1777177]"
"121","14","0.10568175092136521","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","7.0","[ 58.330894  24.5883   -16.322468]"
"122","0","0.10375284158180063","open-right","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-100.0","-100.0","[44.125183    0.08363889 -7.3397636 ]"
"122","1","0.10375284158180063","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-101.0","[41.693695   4.7714405 -2.2034886]"
"122","2","0.10375284158180063","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-102.0","[ 59.42069    -15.871468     0.58963275]"
"122","3","0.10375284158180063","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-left'}","-1.0","-103.0","[ 72.88894  -23.890858  34.246758]"
"122","4","0.10375284158180063","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-104.0","[65.32334   34.304516   1.5784347]"
"122","5","0.10375284158180063","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-105.0","[80.26033    6.9965863 29.54935  ]"
"122","6","0.10375284158180063","open-left","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-left'}","-100.0","-205.0","[ 93.74145  -15.580216  49.28535 ]"
"122","7","0.10375284158180063","open-left","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-left'}","-100.0","-305.0","[87.0971   24.614708 47.361267]"
"122","8","0.10375284158180063","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-306.0","[94.87898  18.437386 32.05264 ]"
"122","9","0.10375284158180063","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-307.0","[100.74502  -10.493769  70.932655]"
"122","10","0.10375284158180063","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-308.0","[108.27918     1.2011249  63.844593 ]"
"122","11","0.10375284158180063","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-309.0","[116.20077     6.7313123  89.6024   ]"
"122","12","0.10375284158180063","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-left'}","-1.0","-310.0","[114.54478   18.271133  90.68422 ]"
"122","13","0.10375284158180063","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-311.0","[98.75557  53.37324  71.903885]"
"122","14","0.10375284158180063","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-312.0","[115.43359   24.728458  91.65704 ]"
"123","0","0.10185913880541107","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-1.0","[ 53.000656 -20.647238  18.18742 ]"
"123","1","0.10185913880541107","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-2.0","[ 49.931957  12.740132 -16.235521]"
"123","2","0.10185913880541107","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-3.0","[ 48.701096   36.55879   -10.5159025]"
"123","3","0.10185913880541107","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-4.0","[ 51.397617  33.959164 -24.911118]"
"123","4","0.10185913880541107","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-5.0","[52.260777 49.27231  -7.096725]"
"123","5","0.10185913880541107","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-6.0","[ 59.031025  48.64875  -34.449802]"
"123","6","0.10185913880541107","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-7.0","[59.441235 40.11793  -9.909497]"
"123","7","0.10185913880541107","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-8.0","[56.85773   46.682083  -3.8473666]"
"123","8","0.10185913880541107","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-9.0","[ 54.954227  47.02017  -10.716142]"
"123","9","0.10185913880541107","open-left","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-right'}","10.0","1.0","[ 56.05261  59.87248 -18.71276]"
"123","10","0.10185913880541107","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-right'}","-1.0","0.0","[55.167744 37.492817  5.300472]"
"123","11","0.10185913880541107","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-1.0","[70.10261  21.40523   7.513519]"
"123","12","0.10185913880541107","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-2.0","[ 68.18273   34.04695  -17.728464]"
"123","13","0.10185913880541107","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-3.0","[59.54561  58.31227   3.228184]"
"123","14","0.10185913880541107","open-left","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-right'}","10.0","7.0","[55.73257  57.62401  15.614483]"
"124","0","0.09999999999999938","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-1.0","[35.381783  12.936342  -1.7625849]"
"124","1","0.09999999999999938","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-2.0","[ 40.094357  20.461359 -26.806194]"
"124","2","0.09999999999999938","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-3.0","[ 37.69935   25.323694 -28.222668]"
"124","3","0.09999999999999938","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-4.0","[ 43.795624  30.98366  -35.42414 ]"
"124","4","0.09999999999999938","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-right'}","-1.0","-5.0","[ 51.12759   34.760773 -37.237072]"
"124","5","0.09999999999999938","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-6.0","[ 61.481018 -14.861908  12.731717]"
"124","6","0.09999999999999938","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-7.0","[ 71.38581   54.40613  -22.274084]"
"124","7","0.09999999999999938","open-left","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","10.0","3.0","[ 68.88883   69.34348  -50.432888]"
"124","8","0.09999999999999938","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","2.0","[64.80876  27.467417 -6.018801]"
"124","9","0.09999999999999938","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","1.0","[80.0589     5.5444264 27.670444 ]"
"124","10","0.09999999999999938","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","0.0","[94.58395    3.8699095  5.893231 ]"
"124","11","0.09999999999999938","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-1.0","[102.905945 -12.265679  54.745388]"
"124","12","0.09999999999999938","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-2.0","[102.821945    7.7864957  81.59318  ]"
"124","13","0.09999999999999938","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-3.0","[117.770096    -0.92818606  69.47985   ]"
"124","14","0.09999999999999938","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-4.0","[130.61055    -2.8304422  79.41304  ]"
"125","0","0.09817479430199783","open-right","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","10.0","10.0","[45.23332    5.224906  -8.0265665]"
"125","1","0.09817479430199783","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","9.0","[39.69868   12.949979   1.6345044]"
"125","2","0.09817479430199783","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","8.0","[ 55.584866  -17.302338    7.0756006]"
"125","3","0.09817479430199783","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","7.0","[ 65.7637   -26.01591   33.777374]"
"125","4","0.09817479430199783","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","6.0","[78.906136 -4.697861 33.832813]"
"125","5","0.09817479430199783","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","5.0","[91.77427  -4.634974 27.589182]"
"125","6","0.09817479430199783","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","4.0","[ 84.91051  -15.515738  57.850296]"
"125","7","0.09817479430199783","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-left'}","-1.0","3.0","[99.928085 35.655376 61.885017]"
"125","8","0.09817479430199783","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","2.0","[97.97543  59.744263 -8.689864]"
"125","9","0.09817479430199783","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","1.0","[93.05445  17.03503  78.397415]"
"125","10","0.09817479430199783","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","0.0","[104.91572  -10.682276  65.08518 ]"
"125","11","0.09817479430199783","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-1.0","[115.476456   9.484249  99.369576]"
"125","12","0.09817479430199783","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-2.0","[121.821014    3.8684494  85.63299  ]"
"125","13","0.09817479430199783","open-right","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","10.0","8.0","[112.985916  38.25404  126.58169 ]"
"125","14","0.09817479430199783","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","7.0","[105.58969   63.618378  64.6706  ]"
"126","0","0.09638290236239645","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-left'}","-1.0","-1.0","[47.39667    9.196306  -5.7061477]"
"126","1","0.09638290236239645","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-2.0","[ 46.90196   28.631828 -21.87849 ]"
"126","2","0.09638290236239645","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-3.0","[57.542538  -3.786588   3.5427177]"
"126","3","0.09638290236239645","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-4.0","[ 72.35376  -15.179004  29.092232]"
"126","4","0.09638290236239645","open-left","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-100.0","-104.0","[79.354614  4.119395 38.68109 ]"
"126","5","0.09638290236239645","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-105.0","[80.86463  27.562126 10.345822]"
"126","6","0.09638290236239645","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-106.0","[72.71264  52.15715  16.607285]"
"126","7","0.09638290236239645","open-left","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","10.0","-96.0","[ 67.22962   65.732506 -17.773304]"
"126","8","0.09638290236239645","open-left","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-right'}","10.0","-86.0","[70.404915 28.757254 34.083817]"
"126","9","0.09638290236239645","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-right'}","-1.0","-87.0","[64.74234  18.356028 31.69001 ]"
"126","10","0.09638290236239645","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-88.0","[71.395515  -3.6238606 53.496197 ]"
"126","11","0.09638290236239645","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-89.0","[72.93743  31.764933 11.267405]"
"126","12","0.09638290236239645","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-90.0","[64.21917  59.1966   42.410957]"
"126","13","0.09638290236239645","open-left","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","10.0","-80.0","[58.42252  83.95557  -8.929823]"
"126","14","0.09638290236239645","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-81.0","[59.206482 41.981586 18.503826]"
"127","0","0.0946237161365787","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-1.0","[47.3764      0.12490286 -5.7250614 ]"
"127","1","0.0946237161365787","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-right'}","-1.0","-2.0","[ 44.117607  18.242977 -13.073118]"
"127","2","0.0946237161365787","open-right","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-right'}","-100.0","-102.0","[ 45.023064  31.544903 -43.056915]"
"127","3","0.0946237161365787","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-103.0","[44.932568 25.444164 11.448633]"
"127","4","0.0946237161365787","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-104.0","[55.47362   -1.4044522 22.144337 ]"
"127","5","0.0946237161365787","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-105.0","[71.46102   -7.0782948 21.649391 ]"
"127","6","0.0946237161365787","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-106.0","[ 83.13021  -17.444298  42.403576]"
"127","7","0.0946237161365787","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-107.0","[ 83.345345 -10.70172   44.640316]"
"127","8","0.0946237161365787","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-108.0","[79.59161   -5.9710684 55.851795 ]"
"127","9","0.0946237161365787","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-109.0","[93.44364  25.625154 39.20001 ]"
"127","10","0.0946237161365787","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-110.0","[93.68706  23.050978 26.94307 ]"
"127","11","0.0946237161365787","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-111.0","[98.87185    5.6466684 69.112656 ]"
"127","12","0.0946237161365787","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-112.0","[108.965164 -11.081893  67.96337 ]"
"127","13","0.0946237161365787","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-113.0","[115.91061 -12.35213 115.0137 ]"
"127","14","0.0946237161365787","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-114.0","[122.55822    -3.5917575 118.102936 ]"
"128","0","0.09289663867799304","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-1.0","[48.966633  -4.2946873 -4.884008 ]"
"128","1","0.09289663867799304","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-2.0","[ 53.15499  -22.602074  32.13685 ]"
"128","2","0.09289663867799304","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-3.0","[ 67.45059   -16.288364   -3.3413243]"
"128","3","0.09289663867799304","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-4.0","[76.09634   -0.4695713 50.348186 ]"
"128","4","0.09289663867799304","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-5.0","[78.85857  13.048152 42.40752 ]"
"128","5","0.09289663867799304","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-6.0","[86.246376 22.239124 46.410892]"
"128","6","0.09289663867799304","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-7.0","[89.61422   -1.4605304 62.300495 ]"
"128","7","0.09289663867799304","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-8.0","[88.57413    3.5476635 84.537834 ]"
"128","8","0.09289663867799304","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-9.0","[94.62057   2.716212 87.82142 ]"
"128","9","0.09289663867799304","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-left'}","-1.0","-10.0","[ 95.55631 -16.20975  85.02917]"
"128","10","0.09289663867799304","listen","{'obs_sensor': 'obs-right'}","{}","{'state_0': 'tiger-left'}","-1.0","-11.0","[90.36623 51.11405 40.82151]"
"128","11","0.09289663867799304","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-12.0","[85.24654 64.8041  45.66149]"
"128","12","0.09289663867799304","open-right","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","10.0","-2.0","[91.6884   33.631363 58.48608 ]"
"128","13","0.09289663867799304","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-3.0","[80.18386  35.365776 79.78814 ]"
"128","14","0.09289663867799304","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-4.0","[87.21222  10.111526 76.49933 ]"
"129","0","0.09120108393559039","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-1.0","[44.115948  4.511373 -1.234852]"
"129","1","0.09120108393559039","listen","{'obs_sensor': 'obs-left'}","{}","{'state_0': 'tiger-left'}","-1.0","-2.0","[ 55.85081  -22.5212    34.111282]"
